playerID,year,stint,tmID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,award_count
ajavoma01w,9,0,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ajavoma01w,G,0,0,68.0,160,Rutgers,,1986-05-07,0000-00-00,
ajavoma01w,10,0,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ajavoma01w,G,0,0,68.0,160,Rutgers,,1986-05-07,0000-00-00,
aldrima01w,1,0,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aldrima01w,G,0,0,71.0,153,UNC Charlotte,,1973-09-15,0000-00-00,
aldrima01w,2,0,WAS,29.0,0.0,272.0,63.0,8.0,16.0,24.0,28.0,9.0,4.0,27.0,30.0,54.0,25.0,22.0,7.0,12.0,6.0,0.0,2.0,0.0,49.0,14.0,1.0,3.0,4.0,7.0,1.0,0.0,1.0,3.0,11.0,5.0,8.0,4.0,3.0,0.0,0.0,aldrima01w,G,0,0,71.0,153,UNC Charlotte,,1973-09-15,0000-00-00,
alhalta01w,2,0,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alhalta01w,F-G,0,0,72.0,149,DePaul,,1974-10-17,0000-00-00,
allench01w,9,0,SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allench01w,G,0,0,71.0,135,Notre Dame,,1986-07-23,0000-00-00,
amachma01w,2,0,NYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amachma01w,F,0,0,73.0,175,,,1978-01-30,0000-00-00,
amachma01w,4,0,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amachma01w,F,0,0,73.0,175,,,1978-01-30,0000-00-00,
amachma01w,6,0,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amachma01w,F,0,0,73.0,175,,,1978-01-30,0000-00-00,
ambermo01w,3,0,SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ambermo01w,F,0,0,76.0,169,Arizona State,,1970-12-21,0000-00-00,
anderam01w,7,1,CON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderam01w,F,0,0,72.0,167,Brigham Young,,1984-03-14,0000-00-00,
anderam01w,7,2,NYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderam01w,F,0,0,72.0,167,Brigham Young,,1984-03-14,0000-00-00,
anderch01w,4,0,SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,0000-00-00,
anderch01w,5,0,SAC,26.0,0.0,171.0,42.0,7.0,17.0,24.0,5.0,5.0,5.0,17.0,33.0,44.0,19.0,12.0,4.0,0.0,0.0,1.0,5.0,0.0,29.0,7.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,0000-00-00,
anderch01w,6,0,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,0000-00-00,
anderch01w,7,0,SAS,34.0,19.0,669.0,203.0,28.0,62.0,90.0,11.0,8.0,15.0,55.0,106.0,178.0,83.0,46.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,0000-00-00,
anderch01w,8,0,SAS,28.5,19.5,541.5,178.0,28.0,59.5,87.5,13.0,7.5,12.5,42.0,89.5,145.0,71.0,45.5,36.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,0000-00-00,
anderjo01w,9,0,CON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderjo01w,G,0,0,68.0,166,Wisconsin,,1986-07-22,0000-00-00,
anderke01w,1,0,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderke01w,G,0,0,67.0,125,Wisconsin,,1974-05-17,0000-00-00,
anderke01w,2,0,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderke01w,G,0,0,67.0,125,Wisconsin,,1974-05-17,0000-00-00,
anderke01w,3,0,CHA,18.0,0.0,102.0,12.0,3.0,12.0,15.0,14.0,6.0,0.0,17.0,8.0,16.0,2.0,10.0,8.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,anderke01w,G,0,0,67.0,125,Wisconsin,,1974-05-17,0000-00-00,
andrame01w,1,0,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,0000-00-00,
andrame01w,2,0,CLE,32.0,18.0,797.0,265.0,32.0,63.0,95.0,75.0,41.0,10.0,65.0,91.0,195.0,89.0,80.0,60.0,75.0,27.0,1.0,6.0,5.0,166.0,21.0,5.0,12.0,17.0,14.0,6.0,3.0,11.0,17.0,33.0,8.0,9.0,5.0,9.0,0.0,0.0,andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,0000-00-00,
andrame01w,3,0,CLE,32.0,25.0,845.0,208.5,26.5,64.5,91.0,87.5,46.0,10.0,63.0,84.0,183.0,73.5,62.5,45.0,52.5,16.5,0.5,4.5,4.0,119.0,17.0,5.0,8.0,13.0,7.5,4.0,2.5,9.0,13.0,25.0,7.0,4.5,2.5,5.5,0.5,0.0,andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,0000-00-00,
andrame01w,5,0,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,0000-00-00,
anosini01w,9,0,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anosini01w,C,0,0,75.0,211,Tennessee,,1986-02-27,0000-00-00,
anosini01w,10,0,MIN,34.0,34.0,920.0,314.0,78.0,153.0,231.0,45.0,75.0,43.0,42.0,125.0,226.0,99.0,166.0,116.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anosini01w,C,0,0,75.0,211,Tennessee,,1986-02-27,0000-00-00,
arcaija01w,1,0,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arcaija01w,G,0,0,71.0,147,none,,1969-04-11,0000-00-00,
arcaija01w,2,0,HOU,32.0,32.0,977.0,268.0,36.0,83.0,119.0,60.0,42.0,3.0,53.0,66.0,233.0,109.0,49.0,41.0,45.0,9.0,1.0,6.0,6.0,201.0,50.0,6.0,21.0,27.0,12.0,10.0,0.0,16.0,14.0,47.0,21.0,7.0,6.0,7.0,2.0,0.0,arcaija01w,G,0,0,71.0,147,none,,1969-04-11,0000-00-00,1.0
arcaija01w,3,0,HOU,32.0,32.0,1065.5,429.5,42.5,85.0,127.5,77.0,51.0,3.0,68.0,74.0,371.0,163.0,99.5,88.0,55.5,15.5,1.0,4.0,4.0,136.0,39.5,4.0,15.0,19.0,8.5,6.0,0.0,10.5,9.5,40.5,17.0,4.5,4.0,7.5,1.5,0.0,arcaija01w,G,0,0,71.0,147,none,,1969-04-11,0000-00-00,
arcaija01w,4,0,HOU,32.0,32.0,1082.3333333333333,407.6666666666667,42.333333333333336,84.66666666666667,127.0,80.0,51.0,4.0,69.0,65.66666666666667,348.0,151.33333333333334,103.33333333333331,91.33333333333331,49.333333333333336,13.666666666666666,0.6666666666666666,3.6666666666666665,3.6666666666666665,130.33333333333334,39.333333333333336,3.333333333333333,13.0,16.333333333333332,7.0,5.666666666666667,0.3333333333333333,8.666666666666666,10.0,38.66666666666666,16.333333333333332,5.666666666666667,5.0,7.333333333333333,1.6666666666666667,0.0,arcaija01w,G,0,0,71.0,147,none,,1969-04-11,0000-00-00,
arcaija01w,6,0,HOU,32.5,32.5,1095.75,403.25,37.75,91.5,129.25,76.75,48.5,3.25,64.25,65.25,342.0,151.25,101.0,88.25,46.25,12.5,0.5,3.5,3.5,124.5,38.75,4.0,11.75,15.75,6.0,6.25,0.25,8.25,8.75,36.75,15.25,7.5,6.75,6.75,1.5,0.0,arcaija01w,G,0,0,71.0,147,none,,1969-04-11,0000-00-00,
askamma01w,1,0,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,askamma01w,C,0,0,77.0,198,none,,1970-08-07,0000-00-00,
askamma01w,2,0,MIA,32.0,32.0,869.0,251.0,96.0,135.0,231.0,29.0,17.0,21.0,49.0,95.0,209.0,85.0,117.0,80.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,askamma01w,C,0,0,77.0,198,none,,1970-08-07,0000-00-00,
askamma01w,3,2,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,askamma01w,C,0,0,77.0,198,none,,1970-08-07,0000-00-00,
askamma01w,3,1,MIA,31.0,21.5,650.0,162.5,65.5,93.5,159.0,22.0,14.5,16.0,34.0,78.5,133.5,56.5,74.5,49.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,askamma01w,C,0,0,77.0,198,none,,1970-08-07,0000-00-00,
atkinla01w,7,0,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atkinla01w,G-F,0,0,72.0,172,North Carolina,,1984-03-22,0000-00-00,
atkinla01w,8,0,SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atkinla01w,G-F,0,0,72.0,172,North Carolina,,1984-03-22,0000-00-00,
atkinla01w,9,0,SAC,28.0,0.0,226.0,58.0,13.0,31.0,44.0,15.0,10.0,5.0,33.0,15.0,47.0,22.0,19.0,14.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,atkinla01w,G-F,0,0,72.0,172,North Carolina,,1984-03-22,0000-00-00,
atkinla01w,10,0,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atkinla01w,G-F,0,0,72.0,172,North Carolina,,1984-03-22,0000-00-00,
atunrmo01w,9,0,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atunrmo01w,G-F,0,0,70.0,143,Texas A&M,,1986-04-14,0000-00-00,
augusse01w,7,0,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augusse01w,F,0,0,72.0,179,Louisiana State,,1984-04-30,0000-00-00,1.0
augusse01w,8,0,MIN,34.0,34.0,1124.0,744.0,15.0,113.0,128.0,50.0,21.0,18.0,71.0,58.0,620.0,283.0,165.0,148.0,85.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augusse01w,F,0,0,72.0,179,Louisiana State,,1984-04-30,0000-00-00,
augusse01w,9,0,MIN,34.0,34.0,1108.5,756.5,26.0,106.0,132.0,64.5,31.0,19.5,77.0,58.0,601.5,289.5,169.0,149.5,73.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augusse01w,F,0,0,72.0,179,Louisiana State,,1984-04-30,0000-00-00,
augusse01w,10,0,MIN,33.0,33.0,1086.3333333333333,701.3333333333334,26.666666666666668,101.33333333333331,128.0,70.66666666666667,31.33333333333333,17.0,68.66666666666667,54.0,566.3333333333334,270.6666666666667,152.0,134.66666666666666,70.0,25.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augusse01w,F,0,0,72.0,179,Louisiana State,,1984-04-30,0000-00-00,
aycocan01w,1,2,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aycocan01w,G-F,0,0,74.0,172,Kansas,,1973-02-28,0000-00-00,
aycocan01w,1,1,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aycocan01w,G-F,0,0,74.0,172,Kansas,,1973-02-28,0000-00-00,
azizle01w,4,0,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,azizle01w,F,0,0,75.0,177,Syracuse,,1979-02-28,0000-00-00,
azzije01w,1,0,UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,azzije01w,G,0,0,68.0,143,Stanford,,1968-08-31,0000-00-00,
azzije01w,2,0,UTA,15.0,15.0,559.0,144.0,5.0,36.0,41.0,92.0,12.0,5.0,28.0,43.0,104.0,47.0,43.0,40.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,azzije01w,G,0,0,68.0,143,Stanford,,1968-08-31,0000-00-00,
azzije01w,3,0,UTA,23.5,23.5,882.0,210.0,7.5,62.0,69.5,131.5,17.0,7.5,48.5,66.0,144.0,61.0,69.5,64.0,49.0,24.0,0.5,1.0,1.0,37.5,4.5,0.0,1.5,1.5,5.0,0.5,0.5,2.5,3.5,6.0,1.5,0.5,0.5,3.5,1.0,0.0,azzije01w,G,0,0,68.0,143,Stanford,,1968-08-31,0000-00-00,
azzije01w,4,0,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,azzije01w,G,0,0,68.0,143,Stanford,,1968-08-31,0000-00-00,
badertr01w,1,0,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,badertr01w,G,0,0,64.0,125,Boise State,,1973-02-26,0000-00-00,
