year,tmID,rank,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP_x,homeW,homeL,awayW,awayL,confW,confL,min,attend,total_won,total_lost,total_wins,total_losses,GP_y,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,height,weight,award_count,won,lost,post_wins,post_losses,W,L
1,PHO,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21428571428571,165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,POR,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.16666666666667,167.41666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SAC,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.16666666666667,162.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SEA,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21428571428571,161.64285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,UTA,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,168.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,WAS,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46153846153847,169.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,CHA,8.0,1,812.0,1903.0,431.0,577.0,131.0,386.0,305.0,630.0,935.0,551.0,713.0,222.0,496.0,90.0,2186.0,879.0,1930.0,533.0,716.0,138.0,423.0,326.0,664.0,990.0,596.0,596.0,259.0,426.0,123.0,2429.0,32.0,5.0,11.0,3.0,13.0,5.0,16.0,6475.0,90963.0,8.0,24.0,0.0,0.0,293.53846153846155,147.6923076923077,498.0769230769231,2017.8461538461538,281.53846153846155,581.5384615384615,863.0769230769231,508.61538461538464,204.9230769230769,83.07692307692308,445.8461538461538,658.1538461538462,1756.6153846153848,749.5384615384615,532.6153846153846,397.8461538461538,356.3076923076923,120.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,164.41666666666666,0.0,8.0,24.0,0.0,0.0,0.0,0.0
2,CLE,2.0,1,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,17.0,15.0,2.0,1.0,361.1538461538462,184.6153846153846,500.0,2521.153846153846,381.9230769230769,695.7692307692308,1077.6923076923076,621.9230769230769,298.84615384615387,105.0,610.3846153846154,746.5384615384615,2109.230769230769,933.4615384615385,657.6923076923077,491.5384615384615,469.6153846153846,162.69230769230774,70.38461538461539,34.61538461538461,1384.6153846153845,413.0769230769231,83.07692307692308,153.46153846153845,236.53846153846155,111.92307692307692,60.0,15.0,93.46153846153847,103.84615384615385,392.3076923076924,156.92307692307693,102.6923076923077,72.6923076923077,105.0,26.538461538461537,0.0,71.86666666666666,170.93333333333334,0.0,17.0,15.0,3.0,3.0,3.0,3.0
2,DET,5.0,0,868.0,1980.0,519.0,699.0,76.0,273.0,341.0,644.0,985.0,503.0,701.0,260.0,530.0,88.0,2331.0,905.0,1967.0,480.0,652.0,136.0,372.0,331.0,640.0,971.0,513.0,672.0,284.0,543.0,148.0,2426.0,32.0,8.0,8.0,6.0,10.0,10.0,11.0,6425.0,107289.0,14.0,18.0,0.0,0.0,301.84615384615387,147.6923076923077,494.2307692307692,2151.6923076923076,314.7692307692308,594.4615384615385,909.2307692307693,464.3076923076923,240.0,81.23076923076923,479.07692307692304,647.0769230769231,1827.6923076923078,801.2307692307693,645.2307692307692,479.07692307692304,252.0,70.15384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.83333333333333,164.58333333333334,0.0,14.0,18.0,0.0,0.0,0.0,0.0
2,HOU,2.0,1,891.0,1894.0,521.0,634.0,172.0,491.0,273.0,724.0,997.0,494.0,554.0,284.0,440.0,104.0,2475.0,786.0,1938.0,370.0,508.0,124.0,418.0,290.0,612.0,902.0,473.0,648.0,233.0,480.0,85.0,2066.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6475.0,196077.0,27.0,5.0,6.0,0.0,283.25,146.66666666666669,539.5833333333334,2268.75,250.25,663.6666666666667,913.9166666666666,452.83333333333326,260.33333333333337,95.33333333333333,396.0,507.83333333333326,1736.1666666666667,816.75,581.1666666666667,477.58333333333326,450.08333333333326,157.66666666666669,43.08333333333333,27.5,1122.9166666666665,399.6666666666667,57.75,111.83333333333333,169.58333333333331,64.16666666666666,49.5,11.916666666666666,66.91666666666666,76.08333333333334,334.58333333333337,142.08333333333331,96.25,84.33333333333334,82.5,31.166666666666664,0.0,71.9090909090909,167.63636363636363,1.0,27.0,5.0,6.0,0.0,6.0,0.0
2,IND,7.0,0,796.0,1838.0,428.0,569.0,193.0,521.0,285.0,647.0,932.0,501.0,642.0,271.0,518.0,126.0,2213.0,839.0,1868.0,503.0,669.0,109.0,358.0,321.0,633.0,954.0,528.0,612.0,267.0,476.0,75.0,2290.0,32.0,5.0,11.0,4.0,12.0,7.0,14.0,6425.0,180270.0,9.0,23.0,0.0,0.0,266.06666666666666,138.66666666666666,428.3333333333333,1917.9333333333334,247.0,560.7333333333333,807.7333333333333,434.2,234.86666666666662,109.2,427.26666666666665,556.4,1592.9333333333332,689.8666666666667,493.13333333333327,370.9333333333333,451.53333333333336,167.26666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.92307692307692,166.76923076923077,0.0,9.0,23.0,0.0,0.0,0.0,0.0
2,LAS,1.0,1,861.0,1956.0,545.0,693.0,150.0,452.0,308.0,783.0,1091.0,586.0,705.0,271.0,466.0,156.0,2417.0,776.0,1963.0,495.0,692.0,122.0,413.0,300.0,678.0,978.0,445.0,650.0,243.0,485.0,105.0,2169.0,32.0,15.0,1.0,13.0,3.0,17.0,4.0,6450.0,105005.0,28.0,4.0,2.0,0.0,309.0,159.99999999999997,586.3636363636364,2417.0,308.0,783.0,1091.0000000000002,586.0,271.00000000000006,156.0,459.0,705.0,1956.0,860.9999999999999,693.0,545.0,452.0,150.0,39.0,19.999999999999996,800.0000000000001,312.0,48.99999999999999,93.0,142.0,73.0,23.0,13.000000000000004,59.99999999999999,84.0,250.0,112.0,72.0,58.0,74.00000000000001,29.999999999999996,0.9999999999999999,70.9090909090909,163.1818181818182,3.0,28.0,4.0,2.0,2.0,2.0,2.0
2,MIA,6.0,1,647.0,1774.0,452.0,664.0,85.0,310.0,365.0,595.0,960.0,415.0,707.0,272.0,524.0,88.0,1831.0,715.0,1676.0,454.0,627.0,117.0,315.0,275.0,648.0,923.0,416.0,661.0,247.0,528.0,118.0,2001.0,32.0,9.0,7.0,4.0,12.0,9.0,12.0,6475.0,127721.0,13.0,19.0,0.0,0.0,302.7692307692308,147.6923076923077,498.0769230769231,1690.1538461538462,336.92307692307696,549.2307692307692,886.1538461538461,383.0769230769231,251.0769230769231,81.23076923076923,464.3076923076923,652.6153846153846,1637.5384615384614,597.2307692307692,612.9230769230769,417.23076923076917,286.1538461538462,78.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.91666666666667,160.33333333333334,1.0,13.0,19.0,0.0,0.0,0.0,0.0
2,MIN,6.0,0,770.0,1831.0,449.0,592.0,204.0,571.0,258.0,612.0,870.0,495.0,690.0,237.0,497.0,63.0,2193.0,755.0,1758.0,514.0,702.0,164.0,481.0,300.0,677.0,977.0,472.0,707.0,275.0,547.0,130.0,2188.0,32.0,8.0,8.0,7.0,9.0,5.0,16.0,6425.0,116638.0,15.0,17.0,0.0,0.0,274.1538461538462,147.6923076923077,494.2307692307692,2024.3076923076922,238.15384615384616,564.9230769230769,803.0769230769231,456.92307692307696,218.76923076923077,58.153846153846146,447.6923076923077,636.9230769230769,1690.1538461538462,710.7692307692308,546.4615384615385,414.46153846153845,527.0769230769231,188.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,173.33333333333334,0.0,15.0,17.0,0.0,0.0,0.0,0.0
2,NYL,1.0,1,792.0,1815.0,429.0,567.0,135.0,396.0,288.0,652.0,940.0,477.0,617.0,246.0,474.0,102.0,2148.0,741.0,1822.0,437.0,590.0,116.0,420.0,320.0,647.0,967.0,462.0,645.0,223.0,479.0,94.0,2035.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,6425.0,231962.0,20.0,12.0,4.0,0.0,327.6923076923077,184.6153846153846,494.2307692307692,2478.4615384615386,332.3076923076924,752.3076923076923,1084.6153846153845,550.3846153846154,283.84615384615387,117.6923076923077,528.4615384615385,711.9230769230769,2094.230769230769,913.8461538461538,654.2307692307692,495.0,456.9230769230769,155.76923076923075,69.23076923076923,40.38461538461539,1644.230769230769,519.2307692307692,71.53846153846153,154.6153846153846,226.15384615384616,130.3846153846154,78.46153846153847,28.846153846153847,113.07692307692308,150.0,450.0,197.30769230769226,115.38461538461539,93.46153846153847,87.6923076923077,31.153846153846157,2.307692307692307,71.6,169.13333333333333,1.0,20.0,12.0,4.0,3.0,4.0,3.0
2,ORL,3.0,0,833.0,1911.0,397.0,546.0,145.0,424.0,319.0,606.0,925.0,473.0,583.0,255.0,486.0,130.0,2208.0,851.0,1964.0,378.0,495.0,153.0,450.0,348.0,669.0,1017.0,536.0,637.0,264.0,500.0,108.0,2233.0,32.0,11.0,5.0,5.0,11.0,13.0,8.0,6500.0,117810.0,16.0,16.0,0.0,0.0,281.53846153846155,147.6923076923077,500.0,2038.1538461538462,294.46153846153845,559.3846153846154,853.8461538461539,436.61538461538464,235.38461538461542,120.0,437.53846153846155,538.1538461538462,1764.0,768.9230769230769,504.0,366.46153846153845,391.38461538461536,133.8461538461538,22.153846153846157,13.846153846153843,553.8461538461538,146.76923076923077,20.307692307692307,48.92307692307692,69.23076923076923,34.15384615384615,16.615384615384613,12.923076923076923,34.15384615384615,45.230769230769226,156.0,59.07692307692308,27.69230769230769,19.384615384615387,36.0,9.230769230769232,0.0,72.16666666666667,174.58333333333334,0.0,16.0,16.0,1.0,2.0,0.0,0.0
2,PHO,4.0,0,803.0,1800.0,513.0,661.0,124.0,394.0,275.0,619.0,894.0,465.0,630.0,285.0,429.0,91.0,2243.0,773.0,1828.0,421.0,574.0,135.0,416.0,334.0,635.0,969.0,486.0,699.0,224.0,531.0,91.0,2102.0,32.0,11.0,5.0,9.0,7.0,11.0,10.0,6425.0,161075.0,20.0,12.0,0.0,0.0,390.8571428571429,205.71428571428572,458.92857142857133,2883.857142857143,353.57142857142856,795.857142857143,1149.4285714285713,597.8571428571429,366.42857142857144,117.0,543.8571428571429,810.0,2314.2857142857147,1032.4285714285713,849.857142857143,659.5714285714287,506.57142857142856,159.42857142857144,21.857142857142854,12.857142857142858,514.2857142857143,189.0,15.428571428571427,46.2857142857143,61.71428571428571,43.71428571428571,14.142857142857142,12.857142857142858,29.57142857142857,57.85714285714286,153.0,68.14285714285714,54.0,38.57142857142857,51.42857142857143,14.142857142857142,0.0,71.5,159.66666666666666,0.0,20.0,12.0,0.0,2.0,0.0,0.0
2,POR,7.0,0,761.0,1828.0,488.0,697.0,145.0,433.0,309.0,627.0,936.0,480.0,761.0,265.0,593.0,93.0,2155.0,788.0,1847.0,577.0,766.0,150.0,447.0,307.0,646.0,953.0,487.0,729.0,277.0,531.0,130.0,2303.0,32.0,6.0,10.0,4.0,12.0,4.0,17.0,6525.0,133076.0,10.0,22.0,0.0,0.0,360.75,173.33333333333334,543.75,2334.5833333333335,334.75,679.25,1014.0,520.0,287.08333333333326,100.75,612.0833333333334,824.4166666666665,1980.3333333333335,824.4166666666665,755.0833333333334,528.6666666666665,469.08333333333337,157.08333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61538461538461,169.3846153846154,1.0,10.0,22.0,0.0,0.0,0.0,0.0
2,SAC,3.0,1,876.0,1993.0,449.0,650.0,142.0,459.0,388.0,650.0,1038.0,567.0,571.0,332.0,458.0,157.0,2343.0,811.0,1918.0,410.0,544.0,144.0,418.0,320.0,631.0,951.0,503.0,600.0,226.0,524.0,116.0,2176.0,32.0,13.0,3.0,8.0,8.0,13.0,8.0,6400.0,126841.0,21.0,11.0,0.0,0.0,331.5,173.33333333333334,533.3333333333334,2538.25,420.33333333333337,704.1666666666665,1124.5,614.25,359.6666666666667,170.08333333333334,486.4166666666665,618.5833333333334,2159.0833333333335,949.0,704.1666666666665,486.4166666666665,497.25,153.83333333333334,20.583333333333332,10.833333333333334,433.33333333333337,145.16666666666666,20.583333333333332,47.666666666666664,68.25,33.58333333333333,16.25,4.333333333333333,23.833333333333332,36.83333333333333,127.83333333333334,52.0,34.666666666666664,29.25,34.666666666666664,11.916666666666666,1.0833333333333328,71.76923076923077,162.92307692307693,0.0,21.0,11.0,0.0,2.0,0.0,2.0
2,SEA,8.0,0,667.0,1740.0,379.0,561.0,109.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,1822.0,778.0,1721.0,498.0,654.0,117.0,334.0,288.0,721.0,1009.0,506.0,618.0,284.0,529.0,123.0,2171.0,32.0,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,142594.0,6.0,26.0,0.0,0.0,302.7142857142857,148.57142857142858,462.5,1691.857142857143,237.7142857142857,498.642857142857,736.3571428571429,362.14285714285717,236.7857142857143,86.35714285714286,466.1428571428571,601.7142857142857,1615.7142857142856,619.3571428571429,520.9285714285714,351.92857142857144,338.0,101.21428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15384615384616,167.15384615384616,0.0,6.0,26.0,0.0,0.0,0.0,0.0
2,UTA,5.0,1,858.0,1896.0,609.0,790.0,88.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,2413.0,860.0,1964.0,531.0,721.0,156.0,448.0,313.0,598.0,911.0,503.0,702.0,301.0,437.0,112.0,2407.0,32.0,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,103442.0,18.0,14.0,0.0,0.0,258.8571428571429,137.14285714285714,457.14285714285717,2068.285714285714,298.2857142857143,627.4285714285714,925.7142857142857,447.42857142857144,183.42857142857144,134.57142857142856,461.14285714285717,598.2857142857142,1625.1428571428569,735.4285714285714,677.1428571428571,522.0,224.57142857142858,75.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.41666666666667,168.33333333333334,0.0,18.0,14.0,0.0,0.0,0.0,0.0
